date,gold_price
2009-06-11,954.5
2009-06-12,938.8
2009-06-15,926.5
2009-06-16,934.6
2009-06-17,938.63
2009-06-18,932.85
2009-06-19,933.48
2009-06-22,922.1
2009-06-23,925.65
2009-06-24,932.0
2009-06-25,938.65
2009-06-26,939.1
2009-06-29,937.56
2009-06-30,926.35
2009-07-01,940.48
2009-07-02,929.15
2009-07-03,931.5
2009-07-06,922.88
2009-07-07,923.4
2009-07-08,909.0
2009-07-09,911.24
2009-07-10,912.58
2009-07-13,920.5
2009-07-14,925.1
2009-07-15,938.95
2009-07-16,936.86
2009-07-17,936.95
2009-07-20,949.2
2009-07-21,948.53
2009-07-22,950.95
2009-07-23,947.45
2009-07-24,950.92
2009-07-27,953.1
2009-07-28,937.16
2009-07-29,929.4
2009-07-30,933.92
2009-07-31,953.5
2009-08-03,956.3
2009-08-04,967.25
2009-08-05,962.6
2009-08-06,962.83
2009-08-07,954.45
2009-08-10,945.65
2009-08-11,945.97
2009-08-12,947.05
2009-08-13,954.5
2009-08-14,948.05
2009-08-17,933.8
2009-08-18,938.25
2009-08-19,941.55
2009-08-20,940.35
2009-08-21,953.24
2009-08-24,942.15
2009-08-25,944.71
2009-08-26,945.2
2009-08-27,947.75
2009-08-28,954.42
2009-08-31,950.65
2009-09-01,956.85
2009-09-02,977.6
2009-09-03,991.1
2009-09-04,993.37
2009-09-07,994.5
2009-09-08,996.19
2009-09-09,992.15
2009-09-10,994.58
2009-09-11,1004.71
2009-09-14,999.55
2009-09-15,1006.25
2009-09-16,1017.2
2009-09-17,1013.03
2009-09-18,1007.13
2009-09-21,1003.2
2009-09-22,1014.4
2009-09-23,1007.65
2009-09-24,994.45
2009-09-25,990.6
2009-09-28,990.55
2009-09-29,991.9
2009-09-30,1007.3
2009-10-01,999.12
2009-10-02,1002.37
2009-10-05,1017.67
2009-10-06,1041.4
2009-10-07,1044.37
2009-10-08,1054.75
2009-10-09,1048.8
2009-10-12,1055.65
2009-10-13,1064.37
2009-10-14,1062.5
2009-10-15,1050.52
2009-10-16,1053.15
2009-10-19,1063.37
2009-10-20,1054.61
2009-10-21,1059.1
2009-10-22,1060.0
2009-10-23,1055.07
2009-10-26,1037.92
2009-10-27,1040.15
2009-10-28,1027.31
2009-10-29,1046.44
2009-10-30,1044.96
2009-11-02,1058.95
2009-11-04,1092.05
2009-11-05,1089.8
2009-11-06,1094.72
2009-11-09,1103.0
2009-11-10,1105.98
2009-11-11,1116.85
2009-11-12,1103.55
2009-11-13,1118.29
2009-11-16,1139.75
2009-11-17,1140.63
2009-11-18,1141.45
2009-11-19,1144.37
2009-11-20,1150.2
2009-11-23,1162.28
2009-11-24,1168.4
2009-11-25,1192.2
2009-11-26,1191.8
2009-11-27,1177.28
2009-11-30,1179.32
2009-12-01,1195.3
2009-12-02,1215.1
2009-12-03,1207.6
2009-12-04,1160.82
2009-12-07,1157.7
2009-12-08,1128.1
2009-12-09,1128.2
2009-12-10,1129.9
2009-12-11,1115.05
2009-12-14,1126.8
2009-12-15,1123.1
2009-12-16,1137.84
2009-12-17,1097.29
2009-12-18,1112.98
2009-12-21,1091.9
2009-12-22,1083.4
2009-12-23,1087.77
2009-12-24,1105.15
2009-12-28,1108.29
2009-12-29,1097.26
2009-12-30,1093.91
2009-12-31,1098.3
2010-01-04,1121.05
2010-01-05,1117.65
2010-01-06,1137.15
2010-01-07,1131.45
2010-01-08,1138.25
2010-01-11,1149.55
2010-01-12,1128.18
2010-01-13,1137.86
2010-01-14,1141.69
2010-01-15,1130.9
2010-01-18,1133.2
2010-01-19,1138.11
2010-01-20,1111.75
2010-01-21,1093.05
2010-01-22,1092.76
2010-01-25,1102.39
2010-01-26,1097.9
2010-01-27,1088.27
2010-01-28,1085.92
2010-01-29,1080.67
2010-02-01,1106.46
2010-02-02,1114.5
2010-02-03,1110.44
2010-02-04,1064.35
2010-02-05,1065.95
2010-02-08,1062.63
2010-02-09,1077.91
2010-02-10,1071.77
2010-02-11,1095.08
2010-02-12,1093.05
2010-02-15,1100.58
2010-02-16,1118.94
2010-02-17,1106.55
2010-02-18,1108.55
2010-02-19,1118.99
2010-02-22,1113.92
2010-02-23,1103.0
2010-02-24,1097.28
2010-02-25,1106.05
2010-02-26,1117.3
2010-03-01,1118.5
2010-03-02,1134.33
2010-03-03,1139.58
2010-03-04,1131.78
2010-03-05,1134.55
2010-03-08,1123.37
2010-03-09,1121.53
2010-03-10,1108.25
2010-03-11,1109.35
2010-03-12,1101.49
2010-03-15,1108.75
2010-03-16,1125.7
2010-03-17,1124.45
2010-03-18,1126.13
2010-03-19,1106.64
2010-03-22,1101.63
2010-03-23,1104.85
2010-03-24,1086.52
2010-03-25,1089.8
2010-03-26,1107.1
2010-03-29,1109.61
2010-03-30,1103.33
2010-03-31,1112.89
2010-04-01,1126.5
2010-04-02,1122.18
2010-04-05,1131.58
2010-04-06,1133.98
2010-04-07,1149.04
2010-04-08,1150.24
2010-04-09,1161.54
2010-04-12,1156.1
2010-04-13,1150.37
2010-04-14,1155.06
2010-04-15,1158.79
2010-04-16,1137.11
2010-04-19,1135.5
2010-04-20,1140.5
2010-04-21,1146.4
2010-04-23,1157.37
2010-04-26,1153.37
2010-04-27,1167.57
2010-04-28,1165.45
2010-04-29,1166.6
2010-04-30,1178.72
2010-05-03,1182.04
2010-05-04,1170.85
2010-05-05,1174.71
2010-05-06,1208.05
2010-05-07,1207.87
2010-05-10,1202.64
2010-05-11,1232.33
2010-05-12,1238.64
2010-05-13,1232.51
2010-05-14,1232.46
2010-05-17,1222.22
2010-05-18,1224.83
2010-05-19,1193.46
2010-05-20,1182.16
2010-05-21,1176.81
2010-05-24,1191.38
2010-05-25,1204.02
2010-05-26,1211.39
2010-05-27,1212.27
2010-05-28,1214.05
2010-05-31,1216.0
2010-06-01,1225.47
2010-06-02,1223.24
2010-06-03,1206.36
2010-06-04,1219.58
2010-06-07,1240.05
2010-06-08,1236.39
2010-06-09,1233.0
2010-06-10,1216.28
2010-06-11,1226.25
2010-06-14,1221.0
2010-06-15,1233.93
2010-06-16,1228.85
2010-06-17,1244.81
2010-06-18,1256.58
2010-06-21,1233.45
2010-06-22,1239.68
2010-06-23,1236.99
2010-06-24,1243.1
2010-06-25,1255.45
2010-06-28,1238.65
2010-06-29,1240.3
2010-06-30,1242.13
2010-07-01,1198.4
2010-07-02,1211.33
2010-07-05,1208.6
2010-07-06,1192.3
2010-07-07,1202.48
2010-07-08,1197.91
2010-07-09,1211.54
2010-07-12,1196.55
2010-07-13,1212.03
2010-07-14,1208.16
2010-07-15,1208.03
2010-07-16,1192.68
2010-07-19,1182.64
2010-07-20,1191.85
2010-07-21,1184.78
2010-07-22,1194.64
2010-07-23,1188.82
2010-07-26,1183.3
2010-07-27,1161.3
2010-07-28,1163.0
2010-07-29,1167.8
2010-07-30,1180.55
2010-08-02,1182.48
2010-08-03,1185.88
2010-08-04,1194.52
2010-08-05,1194.67
2010-08-06,1204.98
2010-08-09,1201.02
2010-08-10,1203.98
2010-08-11,1197.85
2010-08-12,1213.63
2010-08-13,1215.2
2010-08-16,1224.93
2010-08-17,1224.53
2010-08-18,1229.13
2010-08-19,1231.71
2010-08-20,1227.58
2010-08-23,1225.83
2010-08-24,1230.28
2010-08-25,1239.8
2010-08-26,1237.28
2010-08-27,1237.8
2010-08-30,1236.69
2010-08-31,1247.2
2010-09-01,1243.9
2010-09-02,1250.71
2010-09-03,1246.34
2010-09-06,1249.7
2010-09-07,1255.43
2010-09-08,1254.8
2010-09-09,1243.4
2010-09-10,1245.75
2010-09-13,1245.35
2010-09-14,1267.94
2010-09-15,1267.75
2010-09-16,1274.93
2010-09-17,1273.93
2010-09-20,1277.93
2010-09-21,1286.97
2010-09-22,1291.09
2010-09-23,1292.13
2010-09-24,1296.18
2010-09-27,1294.12
2010-09-28,1308.7
2010-09-29,1309.48
2010-09-30,1307.94
2010-10-01,1318.72
2010-10-04,1314.95
2010-10-05,1340.36
2010-10-06,1348.63
2010-10-08,1347.21
2010-10-11,1353.77
2010-10-12,1350.15
2010-10-13,1371.87
2010-10-14,1380.83
2010-10-15,1368.17
2010-10-18,1368.2
2010-10-19,1331.68
2010-10-20,1345.93
2010-10-21,1325.39
2010-10-22,1328.18
2010-10-25,1339.65
2010-10-26,1339.3
2010-10-27,1324.72
2010-10-28,1343.73
2010-10-29,1359.0
2010-11-01,1352.65
2010-11-02,1356.3
2010-11-03,1347.95
2010-11-04,1391.2
2010-11-05,1393.25
2010-11-08,1409.25
2010-11-09,1392.37
2010-11-10,1402.9
2010-11-11,1412.0
2010-11-15,1360.3
2010-11-16,1337.65
2010-11-17,1335.6
2010-11-18,1353.75
2010-11-19,1353.15
2010-11-22,1365.97
2010-11-23,1375.0
2010-11-24,1372.35
2010-11-25,1374.6
2010-11-26,1363.1
2010-11-29,1366.65
2010-11-30,1386.4
2010-12-01,1386.6
2010-12-02,1384.65
2010-12-03,1413.4
2010-12-06,1422.75
2010-12-07,1400.9
2010-12-08,1381.0
2010-12-09,1387.15
2010-12-10,1385.7
2010-12-14,1395.4
2010-12-15,1380.6
2010-12-16,1370.95
2010-12-17,1374.85
2010-12-20,1385.01
2010-12-21,1385.28
2010-12-22,1385.15
2010-12-23,1379.65
2010-12-24,1383.0
2010-12-27,1383.29
2010-12-28,1405.3
2010-12-29,1411.25
2010-12-30,1404.37
2010-12-31,1418.19
2011-01-03,1414.54
2011-01-04,1380.3
2011-01-05,1377.98
2011-01-06,1371.31
2011-01-07,1368.78
2011-01-10,1375.19
2011-01-11,1381.22
2011-01-12,1387.52
2011-01-13,1373.27
2011-01-14,1361.78
2011-01-17,1362.24
2011-01-18,1367.91
2011-01-19,1369.68
2011-01-20,1345.88
2011-01-21,1342.35
2011-01-24,1334.02
2011-01-25,1331.98
2011-01-26,1345.44
2011-01-27,1313.45
2011-01-28,1336.31
2011-01-31,1332.4
2011-02-01,1340.96
2011-02-02,1334.82
2011-02-03,1353.95
2011-02-04,1348.65
2011-02-07,1350.9
2011-02-08,1363.52
2011-02-09,1363.31
2011-02-10,1363.44
2011-02-11,1356.63
2011-02-14,1361.48
2011-02-15,1373.45
2011-02-16,1374.1
2011-02-17,1383.67
2011-02-18,1389.79
2011-02-21,1405.83
2011-02-22,1398.78
2011-02-23,1411.3
2011-02-24,1402.47
2011-02-25,1410.15
2011-02-28,1411.12
2011-03-01,1433.0
2011-03-02,1434.1
2011-03-03,1415.7
2011-03-04,1430.64
2011-03-07,1431.71
2011-03-08,1428.67
2011-03-09,1430.64
2011-03-10,1411.45
2011-03-11,1417.2
2011-03-14,1423.88
2011-03-15,1399.83
2011-03-16,1399.39
2011-03-17,1402.1
2011-03-18,1418.16
2011-03-21,1426.75
2011-03-22,1428.31
2011-03-23,1437.75
2011-03-24,1430.75
2011-03-25,1429.32
2011-03-28,1419.92
2011-03-29,1418.15
2011-03-30,1422.6
2011-03-31,1431.9
2011-04-01,1428.35
2011-04-04,1433.65
2011-04-05,1455.6
2011-04-06,1459.35
2011-04-07,1457.8
2011-04-08,1474.53
2011-04-11,1462.9
2011-04-12,1452.6
2011-04-13,1456.97
2011-04-14,1473.75
2011-04-15,1486.35
2011-04-18,1495.0
2011-04-19,1496.65
2011-04-20,1502.1
2011-04-21,1504.95
2011-04-25,1508.43
2011-04-26,1505.9
2011-04-27,1526.65
2011-04-28,1535.75
2011-04-29,1563.3
2011-05-02,1545.05
2011-05-03,1535.55
2011-05-04,1515.82
2011-05-05,1473.9
2011-05-06,1495.0
2011-05-09,1512.85
2011-05-11,1501.45
2011-05-12,1506.3
2011-05-13,1494.6
2011-05-16,1489.6
2011-05-17,1485.2
2011-05-18,1496.15
2011-05-19,1493.4
2011-05-20,1512.85
2011-05-23,1516.15
2011-05-24,1525.86
2011-05-25,1524.75
2011-05-26,1519.15
2011-05-27,1535.96
2011-05-30,1537.95
2011-05-31,1535.6
2011-06-01,1539.38
2011-06-02,1533.15
2011-06-03,1542.15
2011-06-06,1544.6
2011-06-07,1543.55
2011-06-08,1537.0
2011-06-09,1543.85
2011-06-10,1531.12
2011-06-13,1515.7
2011-06-14,1523.6
2011-06-15,1530.6
2011-06-16,1529.25
2011-06-17,1539.38
2011-06-20,1540.33
2011-06-21,1545.64
2011-06-22,1548.82
2011-06-23,1521.22
2011-06-24,1502.29
2011-06-27,1498.17
2011-06-28,1500.86
2011-06-29,1511.62
2011-06-30,1500.0
2011-07-01,1487.25
2011-07-05,1515.51
2011-07-06,1528.48
2011-07-07,1531.34
2011-07-08,1543.75
2011-07-11,1553.43
2011-07-12,1567.89
2011-07-13,1581.35
2011-07-14,1587.09
2011-07-15,1592.79
2011-07-18,1604.86
2011-07-19,1588.03
2011-07-20,1600.83
2011-07-21,1590.49
2011-07-22,1600.85
2011-07-25,1613.93
2011-07-26,1619.03
2011-07-27,1612.98
2011-07-28,1616.23
2011-07-29,1626.27
2011-08-01,1619.78
2011-08-02,1658.29
2011-08-03,1660.87
2011-08-04,1646.86
2011-08-05,1665.12
2011-08-08,1717.9
2011-08-09,1738.4
2011-08-10,1792.09
2011-08-11,1763.58
2011-08-12,1742.98
2011-08-15,1765.33
2011-08-16,1784.41
2011-08-17,1790.62
2011-08-18,1823.92
2011-08-19,1851.51
2011-08-22,1896.45
2011-08-23,1829.31
2011-08-24,1759.89
2011-08-25,1770.07
2011-08-26,1825.27
2011-08-29,1786.78
2011-08-30,1834.24
2011-08-31,1824.56
2011-09-01,1825.93
2011-09-02,1881.92
2011-09-05,1899.54
2011-09-06,1875.63
2011-09-07,1816.93
2011-09-08,1868.77
2011-09-09,1857.02
2011-09-12,1815.87
2011-09-13,1833.37
2011-09-14,1819.3
2011-09-15,1788.28
2011-09-16,1808.8
2011-09-19,1777.55
2011-09-20,1803.48
2011-09-21,1781.87
2011-09-22,1740.1
2011-09-23,1653.92
2011-09-26,1627.65
2011-09-27,1650.17
2011-09-28,1608.16
2011-09-29,1614.23
2011-09-30,1623.68
2011-10-03,1657.46
2011-10-04,1621.57
2011-10-05,1640.25
2011-10-06,1652.2
2011-10-07,1636.48
2011-10-10,1676.07
2011-10-11,1661.9
2011-10-12,1677.47
2011-10-13,1667.82
2011-10-14,1680.62
2011-10-17,1670.31
2011-10-18,1657.98
2011-10-19,1640.68
2011-10-20,1621.73
2011-10-21,1641.77
2011-10-24,1653.36
2011-10-25,1704.59
2011-10-26,1724.14
2011-10-27,1744.28
2011-10-28,1743.07
2011-10-31,1713.95
2011-11-01,1719.15
2011-11-02,1735.59
2011-11-03,1763.07
2011-11-04,1754.18
2011-11-07,1794.77
2011-11-08,1785.25
2011-11-09,1770.67
2011-11-10,1758.18
2011-11-11,1787.98
2011-11-14,1780.12
2011-11-15,1781.15
2011-11-16,1762.98
2011-11-17,1721.15
2011-11-18,1723.6
2011-11-21,1677.18
2011-11-22,1699.57
2011-11-23,1692.42
2011-11-24,1694.67
2011-11-25,1682.33
2011-11-28,1712.21
2011-11-29,1715.05
2011-11-30,1746.03
2011-12-01,1744.49
2011-12-02,1745.82
2011-12-05,1722.71
2011-12-06,1728.65
2011-12-07,1741.6
2011-12-08,1707.94
2011-12-09,1710.48
2011-12-12,1666.51
2011-12-13,1631.42
2011-12-14,1573.4
2011-12-15,1569.41
2011-12-16,1598.64
2011-12-19,1593.86
2011-12-20,1614.55
2011-12-21,1614.81
2011-12-22,1605.73
2011-12-23,1606.56
2011-12-27,1593.01
2011-12-28,1555.75
2011-12-29,1545.38
2011-12-30,1563.95
2012-01-03,1603.13
2012-01-04,1611.6
2012-01-05,1621.88
2012-01-06,1616.55
2012-01-09,1610.63
2012-01-10,1632.45
2012-01-11,1640.51
2012-01-12,1649.55
2012-01-13,1638.21
2012-01-16,1643.38
2012-01-17,1651.75
2012-01-18,1659.67
2012-01-19,1657.45
2012-01-20,1666.81
2012-01-23,1677.15
2012-01-24,1665.65
2012-01-25,1709.91
2012-01-26,1720.52
2012-01-27,1738.65
2012-01-30,1729.55
2012-01-31,1738.18
2012-02-01,1743.75
2012-02-02,1759.19
2012-02-03,1725.37
2012-02-06,1719.79
2012-02-07,1745.05
2012-02-08,1733.1
2012-02-09,1729.99
2012-02-10,1721.39
2012-02-13,1722.75
2012-02-14,1720.59
2012-02-15,1727.95
2012-02-16,1728.26
2012-02-17,1722.87
2012-02-20,1734.44
2012-02-21,1759.45
2012-02-22,1776.05
2012-02-23,1779.85
2012-02-24,1772.05
2012-02-27,1767.15
2012-02-28,1784.05
2012-02-29,1696.35
2012-03-02,1711.38
2012-03-05,1706.25
2012-03-06,1674.24
2012-03-07,1684.55
2012-03-08,1699.8
2012-03-09,1713.69
2012-03-12,1700.97
2012-03-13,1673.67
2012-03-14,1644.17
2012-03-15,1658.21
2012-03-16,1659.31
2012-03-19,1663.86
2012-03-20,1650.51
2012-03-21,1650.05
2012-03-22,1645.54
2012-03-23,1661.26
2012-03-26,1690.66
2012-03-27,1680.27
2012-03-28,1663.18
2012-03-29,1661.28
2012-03-30,1666.95
2012-04-02,1677.61
2012-04-03,1645.11
2012-04-04,1620.56
2012-04-05,1630.65
2012-04-09,1640.23
2012-04-10,1659.03
2012-04-11,1658.22
2012-04-12,1675.47
2012-04-13,1655.57
2012-04-16,1651.41
2012-04-17,1649.26
2012-04-18,1641.52
2012-04-19,1642.56
2012-04-20,1642.56
2012-04-23,1637.77
2012-04-24,1641.72
2012-04-25,1644.18
2012-04-26,1656.74
2012-04-27,1662.37
2012-04-30,1664.42
2012-05-01,1661.56
2012-05-02,1653.0
2012-05-03,1636.24
2012-05-04,1641.17
2012-05-07,1638.37
2012-05-08,1604.99
2012-05-09,1589.78
2012-05-10,1593.63
2012-05-11,1579.11
2012-05-14,1556.26
2012-05-15,1543.75
2012-05-16,1538.13
2012-05-17,1573.6
2012-05-18,1592.18
2012-05-21,1593.42
2012-05-22,1568.14
2012-05-23,1561.07
2012-05-24,1558.73
2012-05-25,1572.56
2012-05-28,1573.74
2012-05-29,1554.86
2012-05-30,1562.61
2012-05-31,1560.9
2012-06-01,1623.04
2012-06-04,1618.89
2012-06-05,1617.26
2012-06-06,1618.74
2012-06-07,1589.47
2012-06-08,1592.32
2012-06-11,1597.29
2012-06-12,1609.3
2012-06-13,1616.77
2012-06-14,1622.67
2012-06-15,1623.99
2012-06-18,1627.65
2012-06-19,1618.1
2012-06-20,1605.88
2012-06-21,1566.5
2012-06-22,1571.29
2012-06-25,1584.69
2012-06-26,1571.87
2012-06-27,1574.13
2012-06-28,1552.53
2012-06-29,1596.56
2012-07-02,1597.02
2012-07-03,1617.13
2012-07-04,1614.98
2012-07-05,1604.0
2012-07-06,1582.5
2012-07-09,1587.42
2012-07-10,1566.21
2012-07-11,1575.71
2012-07-12,1571.38
2012-07-13,1588.72
2012-07-16,1589.12
2012-07-17,1582.68
2012-07-18,1573.18
2012-07-19,1580.87
2012-07-20,1583.53
2012-07-23,1576.97
2012-07-24,1580.53
2012-07-25,1604.18
2012-07-26,1615.43
2012-07-27,1622.35
2012-07-30,1621.88
2012-07-31,1613.98
2012-08-01,1599.51
2012-08-02,1588.33
2012-08-03,1602.24
2012-08-06,1610.38
2012-08-07,1612.0
2012-08-08,1611.83
2012-08-09,1616.75
2012-08-10,1619.48
2012-08-13,1609.53
2012-08-14,1598.99
2012-08-15,1603.17
2012-08-16,1614.74
2012-08-17,1614.76
2012-08-20,1620.13
2012-08-21,1637.33
2012-08-22,1653.94
2012-08-23,1670.55
2012-08-24,1669.44
2012-08-27,1664.2
2012-08-28,1666.56
2012-08-29,1656.03
2012-08-30,1655.08
2012-08-31,1690.8
2012-09-03,1692.3
2012-09-04,1695.72
2012-09-05,1692.8
2012-09-06,1700.04
2012-09-07,1735.7
2012-09-10,1726.0
2012-09-11,1732.03
2012-09-12,1730.64
2012-09-13,1766.12
2012-09-14,1770.35
2012-09-17,1761.14
2012-09-18,1771.25
2012-09-19,1770.02
2012-09-20,1768.5
2012-09-21,1773.03
2012-09-24,1764.15
2012-09-25,1760.84
2012-09-26,1752.21
2012-09-27,1777.05
2012-09-28,1771.68
2012-10-01,1775.27
2012-10-02,1774.74
2012-10-03,1777.46
2012-10-04,1790.09
2012-10-05,1780.29
2012-10-08,1774.86
2012-10-09,1764.16
2012-10-10,1762.32
2012-10-11,1767.13
2012-10-12,1754.19
2012-10-15,1737.87
2012-10-16,1747.52
2012-10-17,1749.86
2012-10-18,1741.07
2012-10-19,1721.75
2012-10-22,1728.14
2012-10-23,1707.3
2012-10-24,1701.71
2012-10-25,1711.43
2012-10-26,1710.89
2012-10-29,1709.14
2012-10-30,1708.62
2012-10-31,1720.32
2012-11-01,1713.97
2012-11-02,1677.42
2012-11-05,1684.46
2012-11-06,1716.02
2012-11-07,1717.18
2012-11-08,1731.57
2012-11-09,1730.84
2012-11-12,1728.47
2012-11-13,1725.2
2012-11-14,1726.72
2012-11-15,1716.05
2012-11-16,1713.57
2012-11-19,1731.63
2012-11-20,1727.63
2012-11-21,1728.6
2012-11-22,1729.74
2012-11-23,1751.13
2012-11-26,1748.56
2012-11-27,1742.01
2012-11-28,1719.3
2012-11-29,1725.7
2012-11-30,1714.13
2012-12-03,1715.53
2012-12-04,1697.38
2012-12-05,1693.74
2012-12-06,1699.87
2012-12-07,1703.59
2012-12-10,1712.85
2012-12-11,1709.91
2012-12-12,1711.51
2012-12-13,1697.22
2012-12-14,1695.38
2012-12-17,1698.01
2012-12-18,1670.48
2012-12-19,1666.83
2012-12-20,1647.15
2012-12-21,1657.04
2012-12-24,1658.25
2012-12-26,1659.96
2012-12-27,1663.86
2012-12-28,1655.16
2012-12-31,1676.12
2013-01-02,1686.61
2013-01-03,1663.17
2013-01-04,1655.75
2013-01-07,1646.98
2013-01-08,1658.65
2013-01-09,1657.57
2013-01-10,1674.68
2013-01-11,1662.71
2013-01-14,1667.59
2013-01-15,1679.12
2013-01-16,1679.41
2013-01-17,1687.6
2013-01-18,1683.31
2013-01-21,1689.62
2013-01-22,1691.93
2013-01-23,1685.73
2013-01-24,1667.77
2013-01-25,1658.91
2013-01-28,1655.67
2013-01-29,1663.65
2013-01-30,1676.71
2013-01-31,1663.44
2013-02-01,1667.11
2013-02-04,1674.16
2013-02-05,1672.74
2013-02-06,1677.47
2013-02-07,1671.4
2013-02-08,1666.97
2013-02-11,1647.84
2013-02-12,1650.85
2013-02-13,1642.35
2013-02-14,1634.25
2013-02-15,1609.23
2013-02-18,1609.63
2013-02-19,1604.65
2013-02-20,1563.94
2013-02-21,1575.91
2013-02-22,1580.46
2013-02-25,1593.83
2013-02-26,1613.66
2013-02-27,1597.05
2013-02-28,1579.99
2013-03-01,1576.23
2013-03-04,1573.63
2013-03-05,1575.3
2013-03-06,1583.46
2013-03-07,1578.76
2013-03-08,1578.55
2013-03-11,1581.59
2013-03-12,1592.74
2013-03-13,1587.54
2013-03-14,1590.13
2013-03-15,1591.95
2013-03-18,1605.01
2013-03-19,1612.23
2013-03-20,1605.95
2013-03-21,1614.49
2013-03-22,1608.42
2013-03-25,1605.14
2013-03-26,1599.22
2013-03-27,1605.11
2013-03-28,1596.1
2013-04-01,1599.5
2013-04-02,1575.96
2013-04-03,1557.2
2013-04-04,1554.66
2013-04-05,1580.79
2013-04-08,1573.53
2013-04-09,1585.19
2013-04-10,1557.91
2013-04-11,1560.99
2013-04-12,1482.33
2013-04-15,1348.0
2013-04-16,1366.31
2013-04-17,1375.74
2013-04-18,1390.5
2013-04-19,1403.53
2013-04-22,1425.5
2013-04-23,1414.16
2013-04-24,1431.45
2013-04-25,1466.52
2013-04-26,1461.01
2013-04-29,1474.77
2013-04-30,1476.59
2013-05-01,1457.02
2013-05-02,1466.96
2013-05-03,1470.45
2013-05-06,1469.15
2013-05-07,1452.07
2013-05-08,1473.65
2013-05-09,1457.13
2013-05-10,1447.39
2013-05-13,1430.81
2013-05-14,1425.56
2013-05-15,1392.86
2013-05-16,1386.09
2013-05-17,1358.89
2013-05-20,1393.41
2013-05-21,1376.38
2013-05-22,1369.5
2013-05-23,1390.8
2013-05-24,1385.79
2013-05-27,1394.4
2013-05-28,1380.98
2013-05-29,1393.51
2013-05-30,1413.95
2013-05-31,1387.64
2013-06-03,1411.29
2013-06-04,1399.4
2013-06-05,1403.74
2013-06-06,1413.53
2013-06-07,1381.96
2013-06-10,1386.28
2013-06-11,1377.88
2013-06-12,1388.46
2013-06-13,1385.12
2013-06-14,1390.25
2013-06-17,1385.09
2013-06-18,1367.92
2013-06-19,1351.03
2013-06-20,1284.42
2013-06-21,1295.57
2013-06-24,1282.52
2013-06-25,1277.47
2013-06-26,1226.89
2013-06-27,1200.29
2013-06-28,1234.86
2013-07-01,1252.2
2013-07-02,1243.18
2013-07-03,1252.93
2013-07-04,1249.45
2013-07-05,1222.92
2013-07-08,1236.73
2013-07-09,1251.14
2013-07-10,1257.61
2013-07-11,1285.8
2013-07-12,1285.31
2013-07-15,1284.53
2013-07-16,1291.93
2013-07-17,1275.24
2013-07-18,1284.11
2013-07-19,1295.75
2013-07-22,1335.54
2013-07-23,1342.55
2013-07-24,1322.07
2013-07-25,1333.97
2013-07-26,1333.06
2013-07-29,1328.09
2013-07-30,1326.16
2013-07-31,1325.06
2013-08-01,1310.73
2013-08-02,1312.43
2013-08-05,1302.85
2013-08-06,1283.08
2013-08-07,1287.24
2013-08-08,1312.92
2013-08-09,1314.24
2013-08-12,1337.07
2013-08-13,1321.41
2013-08-14,1335.53
2013-08-15,1365.61
2013-08-16,1376.56
2013-08-19,1365.9
2013-08-20,1371.13
2013-08-21,1366.56
2013-08-22,1375.72
2013-08-23,1397.68
2013-08-26,1404.39
2013-08-27,1414.4
2013-08-28,1417.73
2013-08-29,1407.53
2013-08-30,1394.81
2013-09-02,1391.84
2013-09-03,1412.69
2013-09-04,1391.28
2013-09-05,1367.94
2013-09-06,1391.13
2013-09-09,1386.84
2013-09-10,1363.67
2013-09-11,1365.09
2013-09-12,1322.01
2013-09-13,1326.15
2013-09-16,1310.68
2013-09-17,1310.41
2013-09-18,1364.02
2013-09-19,1366.09
2013-09-20,1325.65
2013-09-23,1322.32
2013-09-24,1323.04
2013-09-25,1334.03
2013-09-26,1323.79
2013-09-27,1336.46
2013-09-30,1328.65
2013-10-01,1288.68
2013-10-02,1316.07
2013-10-03,1316.72
2013-10-04,1310.51
2013-10-07,1322.6
2013-10-08,1319.18
2013-10-09,1304.64
2013-10-10,1286.74
2013-10-11,1272.08
2013-10-14,1271.9
2013-10-15,1282.95
2013-10-16,1282.52
2013-10-17,1320.2
2013-10-18,1316.08
2013-10-21,1315.92
2013-10-22,1340.09
2013-10-23,1333.4
2013-10-24,1346.6
2013-10-25,1350.44
2013-10-28,1352.85
2013-10-29,1344.85
2013-10-30,1344.35
2013-10-31,1322.87
2013-11-01,1315.85
2013-11-04,1314.3
2013-11-05,1311.15
2013-11-06,1317.69
2013-11-07,1307.41
2013-11-08,1287.8
2013-11-11,1283.71
2013-11-12,1268.87
2013-11-13,1273.35
2013-11-14,1287.65
2013-11-15,1287.97
2013-11-18,1273.64
2013-11-19,1274.11
2013-11-20,1244.35
2013-11-21,1243.18
2013-11-22,1243.15
2013-11-25,1248.74
2013-11-26,1242.89
2013-11-27,1237.99
2013-11-28,1244.33
2013-11-29,1252.92
2013-12-02,1219.77
2013-12-03,1223.12
2013-12-04,1243.48
2013-12-05,1224.81
2013-12-06,1228.61
2013-12-09,1240.34
2013-12-10,1260.87
2013-12-11,1251.08
2013-12-12,1225.35
2013-12-13,1238.41
2013-12-16,1241.16
2013-12-17,1230.89
2013-12-18,1217.81
2013-12-19,1189.7
2013-12-20,1202.93
2013-12-23,1198.56
2013-12-24,1202.91
2013-12-26,1210.39
2013-12-27,1213.13
2013-12-30,1196.29
2013-12-31,1206.79
2014-01-02,1224.56
